职位名,公司名,工作地点,薪资,发布时间
web前端开发工程师,深圳前海金瑞龙互联网金融服务有限公司,深圳,1.8-3万/月,05-18
Web前端开发工程师,捷利港信软件（深圳）有限公司,深圳-南山区,0.6-1万/月,05-18
前端开发工程师,深圳市真新科技有限公司,深圳-南山区,1-1.5万/月,05-18
H5前端开发工程师,深圳联友科技有限公司,深圳-福田区,1-1.5万/月,05-18
前端工程师,北京联龙博通电子商务技术有限公司,深圳,1-1.5万/月,05-18
Web/移动前端开发工程师,深圳市艺讯广告有限公司,深圳-南山区,0.8-1.5万/月,05-18
微信小程序开发工程师,深圳市新峰科技开发有限公司,深圳-龙岗区,0.8-1.5万/月,05-18
web前端高级开发工程师,北京壹卡行科技有限公司,深圳-南山区,1-1.5万/月,05-18
Web前端开发工程师,维拓客科技（深圳）有限公司,异地招聘,0.6-1万/月,05-18
H5前端开发工程师,深圳市利德行投资建设顾问有限公司,深圳,0.9-1.5万/月,05-18
平面设计师-百线松岗影院,深圳市中投投资控股有限公司,深圳-宝安区,5-7千/月,05-18
Web前端开发工程师,深圳市聚电新能源科技有限公司,深圳-南山区,0.8-1.5万/月,05-18
WEB前端软件工程师,深圳明动信息技术有限公司,深圳,0.6-1万/月,05-18
H5游戏开发工程师,深圳市正易龙科技有限公司,深圳-南山区,1-1.5万/月,05-18
.NET开发工程师,深圳市道控技术有限公司,深圳,0.6-1.3万/月,05-18
软件开发工程师（C#/python）,深圳市倍通供应链服务有限公司,深圳,0.8-1.5万/月,05-18
H5游戏运营专员,深圳游禧科技有限公司,深圳,5-8千/月,05-18
Java高级开发工程师,深圳天祥质量技术服务有限公司（Intertek 天祥集团）,深圳-龙岗区,1-1.5万/月,05-18
高级H5前端工程师,深圳屌丝贷网络金融服务有限公司,深圳-龙华新区,1.8-2万/月,05-18
Java高级开发工程师,精英制模实业（深圳）有限公司,深圳-宝安区,1-1.5万/月,05-18
Java开发工程师,深圳市中易科技有限责任公司,异地招聘,1-2万/月,05-18
Web前端开发工程师,深圳溥泉科技有限公司,深圳-南山区,1-1.5万/月,05-18
.NET资深开发工程师（Leade岗）,深圳市运维网络有限公司,深圳-福田区,1.5-2万/月,05-18
WEB前端开发工程师,深圳市智美达科技股份有限公司,深圳-南山区,1.5-2万/月,05-18
Web前端开发工程师,深圳市红利圈金融服务有限公司,深圳-南山区,1-1.5万/月,05-18
Web前端开发工程师,深圳宝弘成网络科技有限公司,深圳-罗湖区,1-1.5万/月,05-18
Web前端高级开发工程师,山东迈宝赫健身器材有限公司,深圳-南山区,1.2-1.6万/月,05-18
平台开发工程师,深圳易思网络技术有限公司,深圳-福田区,20-30万/年,05-18
Java开发工程师,深圳怡化电脑股份有限公司,深圳-南山区,0.8-1万/月,05-18
Web前端工程师,深圳市中易腾达科技股份有限公司,深圳,5-7千/月,05-18
网络推广主管,深圳市奥金瑞科技有限公司,深圳-龙华新区,6-8千/月,05-18
高级UI设计工程师,深圳昂楷科技有限公司,深圳-南山区,0.8-1.2万/月,05-18
JAVA WEB开发工程师,深圳市合正汽车电子有限公司,深圳-龙岗区,0.8-1万/月,05-18
微信小程序开发工程师,深圳市亚帝网络科技有限公司,深圳-宝安区,0.8-1万/月,05-18
前端开发工程师,深圳市奇创网络科技有限公司,深圳-南山区,0.8-1万/月,05-18
高级前端开发,上海易立德信息技术股份有限公司,深圳-龙岗区,1-2万/月,05-18
Web前端开发工程师,深圳市一号空间健康管理科技有限公司,深圳-福田区,1.5-2万/月,05-18
PHP程序员/网站开发/网站工程师,深圳市三松品牌推广有限公司,深圳-龙华新区,6-8千/月,05-18
前端开发工程师,中兴软件技术（南昌）有限公司,深圳,1-1.5万/月,05-18
web前端工程师,盛世乐居（亚东）智能科技有限公司深圳分公司,深圳-南山区,1-1.5万/月,05-18
web前端开发工程师,瑞鹏宠物医疗集团股份有限公司,深圳-福田区,1.2-2.2万/月,05-18
开发工程师,大族激光科技产业集团股份有限公司,深圳-宝安区,0.8-1万/月,05-18
Web前端开发工程师（五年）,深圳正谱教育技术有限公司,深圳-龙岗区,1-1.5万/月,05-18
UI设计师,深圳市资本在线金融信息服务有限公司,深圳-罗湖区,0.8-1万/月,05-18
iOS开发工程师,慧商云集科技有限公司,深圳-福田区,0.9-1.2万/月,05-18
HTML页面开发,深圳市汇合发展有限公司,深圳-罗湖区,0.7-1万/月,05-18
WEB前端开发工程师,深圳市深电能售电有限公司,深圳-南山区,1-2万/月,05-18
Web前端开发工程师,深圳友德医科技有限公司,深圳-南山区,1.2-2万/月,05-18
Java开发工程师,四川朵唯智能云谷有限公司,深圳-南山区,1.5-3万/月,05-18
Web前端开发工程师,润民（中国）控股有限公司,深圳,5-6万/年,05-18
移动前端开发工程师,泛微软件华南业务运营中心,深圳,1-1.5万/月,05-18
"web前端工程师（VueJS,bootstrap,js,h5开发）",深圳市格乐特科技有限公司,深圳-福田区,0.8-1万/月,05-18
PHP工程师（微孝亲老）,深圳高迪数码有限公司,深圳-龙岗区,6-8千/月,05-18
PHP开发专员,妍丽化妆品（中国）有限公司,深圳,6-8千/月,05-18
WEB前端工程师（急聘）,深圳市雄通供应链管理股份有限公司,深圳-福田区,0.8-1万/月,05-18
H5开发工程师,小黄狗环保科技有限公司,异地招聘,1-2万/月,05-18
Web前端开发工程师,深圳聚融科技股份有限公司,深圳-南山区,0.8-1万/月,05-18
Web前端开发工程师,深圳市宝贝团信息技术有限公司,深圳-南山区,0.8-1.5万/月,05-18
前端开发工程师,深圳天源迪科信息技术股份有限公司,深圳-福田区,0.8-1.6万/月,05-18
Web前端开发工程师,深圳市汇巨信息技术有限公司,深圳-南山区,0.6-1万/月,05-18
前端开发工程师,深圳市零壹移动互联系统有限公司,深圳-龙华新区,1-1.8万/月,05-18
Java工程师,深圳市合元科技有限公司,深圳-宝安区,1-1.5万/月,05-18
UI、UE设计工程师,比亚迪股份有限公司,深圳,0.5-1万/月,05-18
IT工程师,深圳市诺顺达货运代理有限公司,深圳-龙岗区,0.8-2万/月,05-18
MES开发工程师,深圳市吉祥腾达科技有限公司,异地招聘,0.8-1.5万/月,05-18
Web前端开发工程师,思瑞测量技术（深圳）有限公司,深圳,0.8-1万/月,05-18
软件工程师（协议开发+web）,深圳市景阳科技股份有限公司,深圳-南山区,0.8-1万/月,05-18
.net开发工程师,深圳市慧视通科技股份有限公司,深圳,0.8-1万/月,05-18
前端开发工程师,深圳市大帝科技发展有限公司,深圳-南山区,1-1.2万/月,05-18
web前端开发,深圳市宏泰祺科技有限公司,深圳-宝安区,0.8-1.2万/月,05-18
Java工程师,深圳达实智能股份有限公司,深圳,1.5-2万/月,05-18
高级web前端工程师,深圳市汇鑫科技股份有限公司,深圳-南山区,1-1.8万/月,05-18
前端开发工程师,深圳航天信息有限公司,深圳-福田区,1-1.5万/月,05-18
Web前端开发工程师,深圳道乐科技有限公司,深圳-南山区,0.7-1.2万/月,05-18
软件开发工程师,嘉宏国际运输代理有限公司深圳分公司,深圳-福田区,0.8-1万/月,05-18
PHP开发工程师,深圳市恒程科技创新服务有限公司,深圳-南山区,1-1.5万/月,05-18
前端开发工程师,腾邦国际商业服务集团股份有限公司,深圳-福田区,1-1.5万/月,05-18
H5前端开发工程师,深圳市快易典教育科技有限公司,深圳,1-1.5万/月,05-18
软件工程师,深圳市翼联网络通讯有限公司,深圳-龙岗区,1.2-1.8万/月,05-18
高级.NET开发工程师,富士康科技集团准时达供应链管理(深圳总部),深圳-龙华新区,1-1.8万/月,05-18
Java开发工程师,深圳市龙澄高科技环保(集团)有限公司,深圳,1-1.5万/月,05-18
前端(JS)开发工程师,深圳凯华技术有限公司,深圳,6-8千/月,05-18
Web前端开发工程师,深圳市银河表计股份有限公司,深圳-南山区,0.8-1.5万/月,05-18
中级前端开发工程师,深圳市航天华拓科技有限公司,深圳-南山区,1-1.8万/月,05-18
安卓技术开发总监,上海脱颖网络科技有限公司,深圳-宝安区,2-4万/月,05-18
高级前端开发工程师,厦门吉比特网络技术股份有限公司,深圳-南山区,2-3万/月,05-18
网页设计师,深圳市新中晟科技有限公司,深圳-龙岗区,0.4-1万/月,05-18
Web前端开发工程师,深圳市前海和盛资本管理有限公司,深圳-宝安区,0.8-2万/月,05-18
Web前端开发工程师,深圳市前海和盛资本管理有限公司,深圳-宝安区,0.8-2万/月,05-18
软件开发工程师,利银辉科技发展（深圳）有限公司,深圳-宝安区,0.7-1.2万/月,05-18
JAVA高级开发工程师,深圳中航信息科技产业股份有限公司,深圳-福田区,1.5-3万/月,05-18
Java开发工程师,东莞市金仙峰实业有限公司,深圳-南山区,1-1.5万/月,05-18
移动端APP开发工程师,东华软件股份公司,深圳,,05-18
（高级）前端开发工程师,天虹商场股份有限公司,深圳,1-2万/月,05-18
软件工程师 / 程序员（深圳）,香港恒基兆业地产集团,深圳-福田区,,05-18
中高级IOS工程师,深圳市维新教育科技有限公司,深圳,2-3.5万/月,05-18
Android开发工程师,深圳市崇广科技有限公司,深圳-南山区,1-1.5万/月,05-18
Web前端开发工程师,深圳市瑞联祥电子商务有限公司,深圳-龙华新区,0.8-1万/月,05-18
PHP程序员,深圳市玛卡瑞服装有限公司,深圳-龙岗区,1-1.5万/月,05-18
Web前端开发工程师,深圳市爱影互联文化传播有限公司,深圳-福田区,1.2-2万/月,05-18
Web前端开发工程师,软通动力信息技术（集团）有限公司,深圳-龙岗区,1-1.5万/月,05-18
网页设计师,深圳市中购资讯有限公司,深圳-福田区,4-6千/月,05-18
信息系统开发项目经理/软件工程师（移动端/app/IOS）,迦达高级时装有限公司,深圳-福田区,20-50万/年,05-18
UI设计师(中高级）,中交北斗技术有限责任公司,深圳-南山区,0.8-1.2万/月,05-18
Java开发工程师,深圳新融典科技有限公司,深圳,0.8-1万/月,05-18
Web前端工程师,江苏德佑信息科技有限公司,异地招聘,15-20万/年,05-18
Web前端开发工程师,广州元曜软件有限公司,深圳,0.8-1.2万/月,05-18
售前/售后技术支持工程师,傲讯全通科技（深圳）有限公司,深圳,6-8千/月,05-18
Web前端开发工程师,深圳鹏开信息技术有限公司,深圳-福田区,1.2-1.9万/月,05-18
PHP开发工程师,深圳市深智电科技有限公司,深圳,6-8千/月,05-18
前端开发工程师,深圳市万家兄弟电子商务有限公司,深圳-龙华新区,0.8-1.6万/月,05-18
WEB前端工程师,深圳市海能通信股份有限公司,深圳-南山区,0.8-1.5万/月,05-18
Web前端开发工程师,卡莱特(深圳)云科技有限公司,深圳-南山区,10-20万/年,05-18
Web前端开发工程师,深圳市百淘联盟电子商务有限公司,深圳,0.8-1万/月,05-18
Web前端开发工程师,深圳市致远优学教育科技有限公司,深圳,1.2-1.8万/月,05-18
Web前端研发工程师,国海证券股份有限公司,深圳-福田区,1-1.5万/月,05-18
网页前端开发,深圳市为爱普信息技术有限公司,深圳-南山区,1-1.5万/月,05-18
Java后台开发工程师,深圳市百威智能科技有限公司,深圳-龙华新区,0.5-1万/月,05-18
前端开发工程师,深圳市凡骑绿畅技术有限公司,深圳-南山区,0.7-1.2万/月,05-18
Web高级前端开发,深圳市太和物联信息技术有限公司,深圳-南山区,20-30万/年,05-18
速卖通美工,深圳嘉乐品科技有限公司,深圳-宝安区,4-6千/月,05-18
JAVA工程师,优摩登软件开发（深圳）有限公司,深圳,0.8-1万/月,05-18
H5游戏开发工程师（泰国曼谷）,深圳市第一企业管理咨询有限公司,深圳,2-2.5万/月,05-18
前端开发工程师,康美医院投资管理有限公司,深圳-福田区,0.8-1.2万/月,05-17
Web前端工程师,深圳市亚普达科技有限公司,深圳-龙岗区,6-8千/月,05-17
阿里巴巴国际站运营,深圳市国腾盛华电子有限公司,深圳-南山区,6-9千/月,05-17
前端开发工程师,深圳美克拉网络技术有限公司,深圳-南山区,0.7-1万/月,05-17
PHP程序开发员,QCINASIA LIMITED,深圳-福田区,1-1.5万/月,05-17
Java资深开发工程师,深圳市友为软件有限公司,深圳,0.8-1万/月,05-17
Web前端开发工程师,深圳市同强信息技术有限责任公司,深圳-南山区,0.5-1万/月,05-17
Java客户端开发,深圳市金证前海金融科技有限公司,深圳-南山区,1-1.5万/月,05-17
web前端开发工程师,深圳市炫彩酷游科技有限公司,深圳-南山区,0.9-1.5万/月,05-17
Web项目开发经理,深圳用友软件有限公司,深圳,20-30万/年,05-17
前端开发工程师,深圳市中付天下电子支付有限公司,深圳-龙岗区,1-1.5万/月,05-17
Web开发工程师,上海墨鹍数码科技有限公司,深圳-南山区,1-2万/月,05-17
前端开发工程师,深圳市麟云科技有限公司,深圳,1-1.5万/月,05-17
高级前端开发工程师,深圳市赛普爱德科技股份有限公司,深圳-南山区,1.5-2万/月,05-17
APP开发工程师,深圳达富金融服务有限公司,深圳-福田区,1-1.5万/月,05-17
Web前端开发工程师,深圳时代装饰股份有限公司,深圳,0.8-1万/月,05-17
Java开发工程师,深圳市芯天下技术有限公司,深圳-龙岗区,0.7-1.2万/月,05-17
软件开发工程师,深圳量子力能源互联网有限公司,深圳-龙岗区,1-1.5万/月,05-17
网站编辑,深圳申思澳亚商务有限公司,异地招聘,6-8千/月,05-17
前端工程师,深圳市禾立广告有限公司,深圳,6-8千/月,05-17
web前端工程师,深圳市工勘岩土集团有限公司,深圳,10-35万/年,05-17
Web前端开发工程师,江苏润和软件股份有限公司,深圳-龙岗区,1.2-1.6万/月,05-17
前端开发工程师,深圳超桌网络科技有限公司,深圳-南山区,1.5-2万/月,05-17
前端开发工程师,深圳市飞马国际供应链股份有限公司,深圳,1.2-2万/月,05-17
网页程序员(深圳福田),广州市国茂纺织皮革有限公司东莞分公司,深圳-福田区,0.7-1万/月,05-17
前端开发工程师,飞马大宗投资有限公司,深圳-福田区,1.2-2万/月,05-17
高级前端开发工程师,深圳金风信用科技有限公司,深圳-南山区,0.8-1.4万/月,05-17
PHP开发工程师,深圳市东峰盛科技有限公司,深圳-宝安区,1-1.5万/月,05-17
Web前端开发工程师,深圳市动车电气股份有限公司,深圳,1-1.5万/月,05-17
前端工程师,深圳市陆陆畅科技有限公司,深圳-宝安区,0.6-1.2万/月,05-17
前端开发工程师,深圳市共美文化传播有限公司,深圳-龙华新区,0.9-1.8万/月,05-17
WEB前端开发工程师（征信业务）,深圳市新国都技术股份有限公司,深圳-南山区,1-2万/月,05-17
JAVA工程师,深圳思创科技服务有限公司,深圳-南山区,1-1.6万/月,05-17
风控部门技术实习生,中证信用增进股份有限公司,深圳-福田区,3-4.5千/月,05-17
WEB前端开发工程师,vivo智能手机（维沃移动通信有限公司）,深圳-福田区,25-50万/年,05-17
